Date : 2024-06-27 16:50:48
Directory : /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/oopsdance
Total : 4086 files,  -1781096 codes, -957629 comments, -120346 blanks, all -2859071 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/test.py                                                             | Python           |       -268 |        -58 |        -87 |       -413 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/throttling.py                                                       | Python           |       -117 |        -91 |        -43 |       -251 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/urlpatterns.py                                                      | Python           |        -71 |        -21 |        -21 |       -113 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/urls.py                                                             | Python           |         -7 |        -13 |         -2 |        -22 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/__init__.py                                                   | Python           |          0 |          0 |         -1 |         -1 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/breadcrumbs.py                                                | Python           |        -29 |        -17 |         -8 |        -54 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/encoders.py                                                   | Python           |        -55 |        -16 |         -8 |        -79 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/field_mapping.py                                              | Python           |       -218 |        -50 |        -60 |       -328 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/formatting.py                                                 | Python           |        -47 |        -30 |        -17 |        -94 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/html.py                                                       | Python           |        -31 |        -55 |        -10 |        -96 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/humanize_datetime.py                                          | Python           |        -34 |         -5 |         -9 |        -48 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/json.py                                                       | Python           |        -20 |         -7 |        -11 |        -38 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/mediatypes.py                                                 | Python           |        -39 |        -30 |        -13 |        -82 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/model_meta.py                                                 | Python           |       -100 |        -26 |        -31 |       -157 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/representation.py                                             | Python           |        -69 |        -10 |        -23 |       -102 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/serializer_helpers.py                                         | Python           |       -109 |        -34 |        -40 |       -183 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/timezone.py                                                   | Python           |        -11 |         -8 |         -7 |        -26 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/utils/urls.py                                                       | Python           |        -14 |         -8 |         -6 |        -28 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/validators.py                                                       | Python           |       -214 |        -58 |        -55 |       -327 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/versioning.py                                                       | Python           |        -96 |        -59 |        -32 |       -187 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/views.py                                                            | Python           |       -276 |       -163 |        -83 |       -522 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rest_framework/viewsets.py                                                         | Python           |       -115 |        -91 |        -43 |       -249 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/__init__.py                                                                    | Python           |        -32 |        -23 |         -6 |        -61 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/asn1.py                                                                        | Python           |        -19 |        -24 |        -10 |        -53 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/cli.py                                                                         | Python           |       -207 |        -44 |        -71 |       -322 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/common.py                                                                      | Python           |        -56 |       -100 |        -29 |       -185 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/core.py                                                                        | Python           |        -19 |        -20 |        -15 |        -54 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/key.py                                                                         | Python           |       -321 |       -398 |       -140 |       -859 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/parallel.py                                                                    | Python           |        -34 |        -43 |        -20 |        -97 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/pem.py                                                                         | Python           |        -52 |        -50 |        -33 |       -135 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/pkcs1.py                                                                       | Python           |       -174 |       -224 |        -88 |       -486 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/pkcs1_v2.py                                                                    | Python           |        -43 |        -43 |        -15 |       -101 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/prime.py                                                                       | Python           |        -64 |        -96 |        -39 |       -199 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/randnum.py                                                                     | Python           |        -30 |        -40 |        -26 |        -96 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/transform.py                                                                   | Python           |        -14 |        -45 |        -14 |        -73 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/rsa/util.py                                                                        | Python           |        -63 |        -19 |        -16 |        -98 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/scripts/readme-gen/readme_gen.py                                                   | Python           |        -33 |        -16 |        -21 |        -70 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/__init__.py                                                             | Python           |       -126 |       -106 |        -40 |       -272 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_core_metadata.py                                                       | Python           |       -182 |        -31 |        -56 |       -269 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/__init__.py                                                  | Python           |         -7 |         -4 |         -4 |        -15 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_collections.py                                              | Python           |        -65 |       -119 |        -20 |       -204 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_functools.py                                                | Python           |        -16 |        -47 |        -11 |        -74 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_itertools.py                                                | Python           |         -9 |        -41 |         -3 |        -53 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_log.py                                                      | Python           |         -2 |          0 |         -2 |         -4 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_macos_compat.py                                             | Python           |         -8 |          0 |         -5 |        -13 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_modified.py                                                 | Python           |        -25 |        -32 |        -16 |        -73 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py                                             | Python           |       -399 |        -89 |        -81 |       -569 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/archive_util.py                                              | Python           |       -180 |        -57 |        -44 |       -281 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/bcppcompiler.py                                              | Python           |       -257 |        -86 |        -55 |       -398 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/ccompiler.py                                                 | Python           |       -599 |       -520 |       -134 |     -1,253 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/cmd.py                                                       | Python           |       -202 |       -178 |        -54 |       -434 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/__init__.py                                          | Python           |        -20 |         -4 |         -2 |        -26 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/_framework_compat.py                                 | Python           |        -35 |        -10 |        -10 |        -55 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/bdist.py                                             | Python           |       -109 |        -20 |        -26 |       -155 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/bdist_dumb.py                                        | Python           |       -115 |         -8 |        -19 |       -142 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/bdist_rpm.py                                         | Python           |       -459 |        -67 |        -74 |       -600 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/build.py                                             | Python           |       -102 |        -25 |        -27 |       -154 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/build_clib.py                                        | Python           |       -129 |        -41 |        -39 |       -209 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/build_ext.py                                         | Python           |       -496 |       -200 |       -105 |       -801 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/build_py.py                                          | Python           |       -254 |        -99 |        -54 |       -407 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/build_scripts.py                                     | Python           |       -119 |        -25 |        -27 |       -171 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/check.py                                             | Python           |       -113 |        -21 |        -22 |       -156 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/clean.py                                             | Python           |        -56 |         -9 |        -12 |        -77 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/config.py                                            | Python           |       -232 |        -87 |        -51 |       -370 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install.py                                           | Python           |       -527 |       -166 |       -121 |       -814 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install_data.py                                      | Python           |        -60 |        -11 |        -14 |        -85 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install_egg_info.py                                  | Python           |        -47 |        -27 |        -19 |        -93 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install_headers.py                                   | Python           |        -28 |         -5 |        -12 |        -45 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install_lib.py                                       | Python           |       -150 |        -49 |        -38 |       -237 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/install_scripts.py                                   | Python           |        -42 |         -7 |        -13 |        -62 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/register.py                                          | Python           |       -235 |        -61 |        -28 |       -324 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/sdist.py                                             | Python           |       -334 |       -122 |        -73 |       -529 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/command/upload.py                                            | Python           |       -154 |        -27 |        -28 |       -209 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/compat/__init__.py                                           | Python           |         -6 |         -5 |         -5 |        -16 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/compat/py38.py                                               | Python           |        -17 |         -1 |         -6 |        -24 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/config.py                                                    | Python           |        -95 |        -35 |        -22 |       -152 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/core.py                                                      | Python           |       -145 |       -105 |        -41 |       -291 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/cygwinccompiler.py                                           | Python           |       -207 |        -92 |        -57 |       -356 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/debug.py                                                     | Python           |         -2 |         -2 |         -2 |         -6 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/dep_util.py                                                  | Python           |        -11 |          0 |         -4 |        -15 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/dir_util.py                                                  | Python           |       -131 |        -71 |        -37 |       -239 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/dist.py                                                      | Python           |       -751 |       -346 |       -191 |     -1,288 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/errors.py                                                    | Python           |        -30 |        -48 |        -50 |       -128 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/extension.py                                                 | Python           |       -125 |        -95 |        -23 |       -243 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/fancy_getopt.py                                              | Python           |       -254 |       -144 |        -72 |       -470 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/file_util.py                                                 | Python           |       -138 |        -63 |        -35 |       -236 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/filelist.py                                                  | Python           |       -211 |       -105 |        -54 |       -370 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/log.py                                                       | Python           |        -36 |         -6 |        -15 |        -57 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/msvc9compiler.py                                             | Python           |       -578 |       -151 |        -96 |       -825 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/msvccompiler.py                                              | Python           |       -497 |       -109 |        -84 |       -690 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/py38compat.py                                                | Python           |         -7 |          0 |         -2 |         -9 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/py39compat.py                                                | Python           |        -39 |        -13 |        -15 |        -67 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/spawn.py                                                     | Python           |        -54 |        -34 |        -18 |       -106 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/sysconfig.py                                                 | Python           |       -305 |       -160 |        -91 |       -556 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/text_file.py                                                 | Python           |       -120 |       -134 |        -33 |       -287 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/unixccompiler.py                                             | Python           |       -203 |       -150 |        -48 |       -401 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/util.py                                                      | Python           |       -251 |       -172 |        -88 |       -511 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/version.py                                                   | Python           |       -120 |       -184 |        -46 |       -350 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/versionpredicate.py                                          | Python           |        -69 |        -88 |        -19 |       -176 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_distutils/zosccompiler.py                                              | Python           |       -188 |        -19 |        -23 |       -230 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_entry_points.py                                                        | Python           |        -45 |        -23 |        -21 |        -89 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_imp.py                                                                 | Python           |        -67 |         -5 |        -17 |        -89 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_importlib.py                                                           | Python           |        -32 |        -10 |        -10 |        -52 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_itertools.py                                                           | Python           |        -10 |        -11 |         -3 |        -24 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_normalization.py                                                       | Python           |        -44 |        -79 |        -22 |       -145 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_path.py                                                                | Python           |        -15 |        -18 |         -8 |        -41 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_reqs.py                                                                | Python           |        -15 |        -11 |        -13 |        -39 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/__init__.py                                                     | Python           |          0 |          0 |         -1 |         -1 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/backports/__init__.py                                           | Python           |          0 |          0 |         -1 |         -1 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/backports/tarfile.py                                            | Python           |     -1,914 |       -632 |       -355 |     -2,901 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/__init__.py                                  | Python           |       -432 |       -327 |       -146 |       -905 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_adapters.py                                 | Python           |        -63 |        -13 |        -15 |        -91 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_collections.py                              | Python           |        -10 |        -14 |         -7 |        -31 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_compat.py                                   | Python           |        -26 |        -30 |        -17 |        -73 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_functools.py                                | Python           |        -17 |        -78 |        -10 |       -105 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_itertools.py                                | Python           |        -24 |        -43 |         -7 |        -74 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_meta.py                                     | Python           |        -25 |         -9 |        -16 |        -50 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_py39compat.py                               | Python           |        -17 |        -11 |         -8 |        -36 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_text.py                                     | Python           |        -26 |        -60 |        -14 |       -100 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/__init__.py                                 | Python           |        -30 |         -1 |         -6 |        -37 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/_adapters.py                                | Python           |        -97 |        -29 |        -45 |       -171 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/_common.py                                  | Python           |       -113 |        -54 |        -41 |       -208 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/_compat.py                                  | Python           |        -63 |        -21 |        -25 |       -109 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/_itertools.py                               | Python           |        -28 |         -3 |         -5 |        -36 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/_legacy.py                                  | Python           |        -68 |        -30 |        -23 |       -121 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/abc.py                                      | Python           |        -71 |        -70 |        -30 |       -171 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/readers.py                                  | Python           |        -71 |        -20 |        -30 |       -121 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/importlib_resources/simple.py                                   | Python           |        -49 |        -31 |        -27 |       -107 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/jaraco/__init__.py                                              | Python           |          0 |          0 |         -1 |         -1 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/jaraco/context.py                                               | Python           |       -141 |       -172 |        -49 |       -362 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/jaraco/functools/__init__.py                                    | Python           |       -167 |       -382 |        -85 |       -634 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/jaraco/functools/__init__.pyi                                   | Python           |       -116 |         -1 |        -12 |       -129 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/__init__.py                                         | Python           |       -168 |       -347 |        -85 |       -600 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/__init__.py                                      | Python           |         -3 |          0 |         -2 |         -5 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/__init__.pyi                                     | Python           |         -2 |          0 |         -1 |         -3 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/more.py                                          | Python           |     -1,413 |     -2,016 |       -396 |     -3,825 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/more.pyi                                         | Python           |       -453 |         -2 |        -26 |       -481 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/recipes.py                                       | Python           |       -195 |       -355 |        -71 |       -621 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/recipes.pyi                                      | Python           |        -99 |         -2 |         -3 |       -104 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/ordered_set.py                                                  | Python           |       -159 |       -292 |        -38 |       -489 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/__init__.py                                           | Python           |         -8 |         -3 |         -5 |        -16 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_elffile.py                                           | Python           |        -72 |        -18 |        -19 |       -109 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_manylinux.py                                         | Python           |       -154 |        -72 |        -35 |       -261 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_musllinux.py                                         | Python           |        -44 |        -25 |        -15 |        -84 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_parser.py                                            | Python           |       -223 |        -55 |        -79 |       -357 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_structures.py                                        | Python           |        -36 |         -3 |        -23 |        -62 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/_tokenizer.py                                         | Python           |       -130 |        -35 |        -28 |       -193 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/markers.py                                            | Python           |       -152 |        -54 |        -47 |       -253 |
| /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/env/lib/python3.12/site-packages/setuptools/_vendor/packaging/metadata.py                                           | Python           |       -471 |       -261 |        -94 |       -826 |
